COD_DANE;NOMBRE_INSTITUCION;CORREO_INSTITUCIONAL;DIRECCION;SEDE_PRINCIPAL;COD_SEDE_PRINCIPAL;LONGITUD;LATITUD;ESTADO;ID_DEPARTAMENTO;DEPARTAMENTO;ID_MUNICIPIO;MUNICIPIO;CALENDARIO;NATURALEZA;SECTOR;ZONA;JORNADA;NIVEL;TELEFONO;TIPO_TELEFONO;FUENTE_COORDENADAS;CONFIA_GEO
205756000269;CENTRO EDUCATIVO RUR LA HONDA;;VDA LA HONDA;S;205756000269;-75,29092543;5,753039728;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205756000277;CENTRO EDUCATIVO RUR LA LOMA;;CAS LA LOMA;S;205756000277;-75,406399;5,719712;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;8514654;FIJO;SECRETARIAS;MEDIO
205756000293;CENTRO EDUCATIVO RUR LA FALDA;;VDA LA FALDA;S;205756000293;-75,33455404;5,707857721;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N B¡SICA SECUNDARIA;;;SECRETARIAS;MEDIO
205756000307;CENTRO EDUCATIVO RUR LA TORRE;;IPD RIOVERDE DE LOS HENAOS -VDA LA;S;205756000307;-75,185556;5,856944;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;8220157;FIJO;SECRETARIAS;MEDIO
205756000323;CENTRO EDUCATIVO RUR MARIANO OSPINA PEREZ;;IPD LAS CRUCES;S;205756000323;-75,326667;5,576667;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205756000340;CENTRO EDUCATIVO RUR LAUREANO GOMEZ;;IPD LOS MEDIOS;S;205756000340;-75,341677;5,636378;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205756000358;CENTRO EDUCATIVO RUR LA HONDITA;;IPD LOS MEDIOS -VDA LA HONDITA;S;205756000358;-75,323889;5,629722;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205756000374;CENTRO EDUCATIVO RUR GUAMAL;;VDA GUAMAL;S;205756000374;-75,33940335;5,695152627;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N B¡SICA PRIMARIA;3113857131;CELULAR;SECRETARIAS;MEDIO
205756000391;CENTRO EDUCATIVO RUR BOQUERON;;VDA BOQUERON;S;205756000391;-75,3675;5,704167;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205756000404;CENTRO EDUCATIVO RUR CAUNZAL;;VDA CAUNZAL;S;205756000404;-75,112222;5,771944;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;8691120;FIJO;SECRETARIAS;MEDIO
205756000421;CENTRO EDUCATIVO RUR EL CHIRIMOYO;;VDA ROBLAL ABAJO;S;205756000421;0;0;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
205756000439;CENTRO EDUCATIVO RUR EL BRASIL;;VDA EL BRASIL;S;205756000439;-75,38864259;5,688811876;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205756000471;CENTRO EDUCATIVO RUR ROBLAL ARRIBA;;VDA ROBLAL ARRIBA;S;205756000471;0;0;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N B¡SICA PRIMARIA;;;SIN COORDENADAS;BAJO
205756000480;CENTRO EDUCATIVO RUR EL RODEO;;VDA EL RODEO;S;205756000480;-75,33700467;5,611293254;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205756000552;CENTRO EDUCATIVO RUR ALTO DE SABANAS;;CORREG ALTO DE SABANAS;S;205756000552;-75,38113963;5,723428653;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;MINTIC;ALTO
205756000561;CENTRO EDUCATIVO RUR ARENILLAL;;VDA ARENILLAL;S;205756000561;-75,36417529;5,610005398;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;8692020;FIJO;SECRETARIAS;MEDIO
205756000579;CENTRO EDUCATIVO RUR ALTO DEL RAYO;;VDA ALTO DEL RAYO;S;205756000579;0;0;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SIN COORDENADAS;BAJO
205756000587;CENTRO EDUCATIVO RUR AURES SONSON;;VDA AURES SONSON LA MORELIA;S;205756000587;-75,298611;5,805556;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;8475654;FIJO;SECRETARIAS;MEDIO
205756000609;CENTRO EDUCATIVO RUR LA HABANA;;VDA LA HABANA;S;205756000609;-75,408333;5,738889;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205756000633;CENTRO EDUCATIVO RUR EL SALTO;;VDA EL SALTO;S;205756000633;-75,36037379;5,747537401;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205756000641;CENTRO EDUCATIVO RUR EL TIGRE;;VDA HABANA ABAJO;S;205756000641;-75,39667489;5,738361653;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205756000650;CENTRO EDUCATIVO RUR EL SALADO;;IPD EL SALADO;S;205756000650;-75,18326889;5,821936284;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205756000668;INSTITUCION EDUCATIVA ALFONSO URIBE JARAMILLO;AN75602@UBICUANDO.COM.CO;VDA GUAYABAL;S;205756000668;0;0;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;8691654;FIJO;SIN COORDENADAS;BAJO
205756800010;SANTA ROSA BRASILAL;;VD CORREGIMIENTO RIO VERDE DE LOS MONTES;N;205756000668;0;0;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;PREESCOLAR;8692020;FIJO;SIN COORDENADAS;BAJO
205756000676;CENTRO EDUCATIVO RUR SIRGUA ARRIBA;;VDA SIRGUA ARRIBA;S;205756000676;-75,284167;5,635;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205756000684;CENTRO EDUCATIVO RUR SIRGUA ABAJO;;VDA SIRGUA ABAJO;S;205756000684;-75,310833;5,649444;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205756000692;CENTRO EDUCATIVO RUR LLANADAS STA CLARA;;VDA LLANADAS STA CLARA;S;205756000692;-75,309167;5,705278;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;8691498;FIJO;SECRETARIAS;MEDIO
205756000706;CENTRO EDUCATIVO RUR SAN JOSE LAS CRUCES;;VDA SAN JOSE LAS CRUCES;S;205756000706;0;0;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N B¡SICA PRIMARIA;;;SIN COORDENADAS;BAJO
205756000714;CENTRO EDUCATIVO RUR LA AGUADITA;;VDA LA AGUADITA;S;205756000714;0;0;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SIN COORDENADAS;BAJO
205756000722;CENTRO EDUCATIVO RUR LA PALMITA;;VDA LA PALMITA;S;205756000722;-75,270278;5,748056;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205756000731;CENTRO EDUCATIVO RUR LOS POTREROS;;VDA LOS POTREROS;S;205756000731;-75,339167;5,671389;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205756000749;CENTRO EDUCATIVO RUR LOS PLANES;;VDA LOS PLANES;S;205756000749;-75,33932425;5,65520837;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205756000757;CENTRO EDUCATIVO RUR TASAJO;;VDA TASAJO;S;205756000757;-75,3045541;5,777541211;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;8692020;FIJO;SECRETARIAS;MEDIO
205756000773;CENTRO EDUCATIVO RUR PIEDRAS BLANCAS;;VDA PIEDRAS BLANCAS;S;205756000773;-74,77956122;5,774872244;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA SECUNDARIA;8551044;FIJO;SECRETARIAS;MEDIO
205756000781;INSTITUCION EDUCATIVA SAN MIGUEL;;CORREG SAN MIGUEL;S;205756000781;-74,72744589;5,73736835;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;8324125;FIJO;MINTIC;ALTO
205756001613;ESCUELA RUR LOS LIMONES;;VDA LOS LIMONES;N;205756000781;0;0;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA SECUNDARIA;;;SIN COORDENADAS;BAJO
205756000803;CENTRO EDUCATIVO RUR MANZANARES ARRIBA;;VDA MANZANARES;S;205756000803;-75,241389;5,766667;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205756000820;CENTRO EDUCATIVO RUR EL TIGRE;;VDA CAUNZAL;S;205756000820;-75,3775;5,625833;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205756000838;CENTRO EDUCATIVO RUR LA SOLEDAD;;VDA LA SOLEDAD;S;205756000838;-75,13995218;5,791927124;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;8692020;FIJO;SECRETARIAS;MEDIO
205756000871;CENTRO EDUCATIVO RUR NARANJAL ABAJO;;VDA NARANJAL ABAJO;S;205756000871;-75,386389;5,745;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205756001044;INSTITUCION EDUCATIVA LA DANTA;;CORREG LA DANTA;S;205756001044;-74,82188825;5,845582178;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;MINTIC;ALTO
205756001087;CENTRO EDUCATIVO RUR SAN RAFAEL;;VDA SN RAFAEL;S;205756001087;-74,828333;5,838889;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;MINTIC;ALTO
205756001109;CENTRO EDUCATIVO RUR MULATO ABAJO;;VDA MULATO ABAJO;S;205756001109;-74,73;5,735278;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205756001133;CENTRO EDUCATIVO RUR LAS BRISAS;;VDA LAS BRISAS;S;205756001133;0;0;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;8692020;FIJO;SIN COORDENADAS;BAJO
205756001141;CENTRO EDUCATIVO RUR LA ARGENTINA;;VDA LA ARGENTINA ALTO DEL ROBLAL;S;205756001141;-75,401389;5,727778;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205756001150;CENTRO EDUCATIVO RUR CHAVERRAS;;VDA CHAVERRAS;S;205756001150;-75,26500234;5,716737767;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205756001257;CENTRO EDUCATIVO RUR STA MARTA;;VDA STA MARTA;S;205756001257;-75,074722;5,773333;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205756001290;CENTRO EDUCATIVO RUR LA MESA;;VDA LA MESA;S;205756001290;-74,84;5,801111;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;MINTIC;ALTO
205756001303;CENTRO EDUCATIVO RUR BRASILAL;;VDA BRASILAL;S;205756001303;-75,12834638;5,838138173;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;8692020;FIJO;SECRETARIAS;MEDIO
205756001311;CENTRO EDUCATIVO RUR LA HERMOSA;;VDA LA HERMOSA;S;205756001311;-74,87437494;5,827148574;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205756001338;CENTRO EDUCATIVO RUR SAN JERONIMO;;VDA SAN JERONIMO;S;205756001338;-75,15783954;5,762081211;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;8691120;FIJO;SECRETARIAS;MEDIO
205756001346;CENTRO EDUCATIVO RUR LA MONTA—ITA;;VDA LA MONTA—ITA;S;205756001346;-75,173056;5,790833;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA SECUNDARIA;;;SECRETARIAS;MEDIO
205756001354;CENTRO EDUCATIVO RUR MARTHA PANESSO DE TORO;;VDA EL LIMON;S;205756001354;-74,800556;5,710278;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205756001362;CENTRO EDUCATIVO RUR ZURRUMBAL;;VDA ZURRUMBAL;S;205756001362;-75,195;5,825833;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205756001397;CENTRO EDUCATIVO RUR STO DOMINGO;;VDA STO DOMINGO;S;205756001397;-74,830278;5,837778;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;MINTIC;ALTO
205756001541;CENTRO EDUCATIVO RUR SAN ANTONIO;;VDA SAN ANTONIO;S;205756001541;-74,81160742;5,804331345;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205756001559;CENTRO EDUCATIVO RUR EL CEDRO;;VDA EL CEDRO;S;205756001559;-75,16510382;5,848177284;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205756001591;CENTRO EDUCATIVO RUR LA CIENAGA;;VDA LA CIENAGA;S;205756001591;-75,15936083;5,815989753;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205756001621;CENTRO EDUCATIVO RUR LA PAZ SAN FCO;;VDA LA PAZ -SAN FCO;S;205756001621;0;0;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
205756001630;CENTRO EDUCATIVO RUR STA ROSA LA DANTA;;VDA STA ROSA;S;205756001630;-74,847222;5,897778;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205756001656;CENTRO EDUCATIVO RUR ROBLALITO B;;VDA ROBLALITO B.;S;205756001656;0;0;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA SECUNDARIA;8691120;FIJO;SIN COORDENADAS;BAJO
205756001681;CENTRO EDUCATIVO RUR JERUSALEN;;VDA JERUSALEN;S;205756001681;-74,84913023;5,902698292;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;8511053;FIJO;MINTIC;ALTO
205756001702;CENTRO EDUCATIVO RUR LA LINDA;;VDA LA LINDA;S;205756001702;-74,886944;5,8175;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;MINTIC;ALTO
205756001729;CENTRO EDUCATIVO RUR MANZANARES CENTRO;;VDA MANZANARES CENTRO;S;205756001729;-75,260833;5,781111;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205756001834;CENTRO EDUCATIVO RUR EL BOSQUE;;VDA EL BOSQUE;S;205756001834;-75,073611;5,759722;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;MINTIC;ALTO
205756001874;CENTRO EDUCATIVO RUR EL PORVENIR;;VDA EL PORVENIR;S;205756001874;0;0;ACTIVA;05;ANTIOQUIA;05756;SONS”N;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;8511520;FIJO;SIN COORDENADAS;BAJO
205761000030;INSTITUCION EDUCATIVA RUR EL RODEO;;CORREG EL RODEO;S;205761000030;-75,77584609;6,509240858;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;8542033;FIJO;MINTIC;ALTO
205761000048;CENTRO EDUCATIVO RUR LA PUERTA;;VDA LA PUERTA-CORREG SAN NICOLAS;S;205761000048;-75,79297821;6,471121893;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA SECUNDARIA;;;SECRETARIAS;MEDIO
205761000056;CENTRO EDUCATIVO RUR CORDOBA;;CORREG CORDOBA;S;205761000056;-75,76649481;6,51885388;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA SECUNDARIA;;;MINTIC;ALTO
205761000081;CENTRO EDUCATIVO RUR ROJAS;;VDA ROJAS;S;205761000081;-75,71563881;6,504851086;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205761000099;CENTRO EDUCATIVO RUR ALTA MIRANDA;;VDA ALTA MIRANDA;S;205761000099;-75,73884547;6,537077379;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;8542851;FIJO;SECRETARIAS;MEDIO
205761000102;CENTRO EDUCATIVO RUR MONTEGRANDE;;CORREG MONTEGRANDE-VDA LA CEJA;S;205761000102;-75,696067;6,533774;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;MINTIC;ALTO
205761000137;CENTRO EDUCATIVO RUR LOURDES;;CORREG GUAYABAL-VDA LOURDES;S;205761000137;-75,68713503;6,537296289;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205761000188;CENTRO EDUCATIVO RUR EL POMAR;;VDA EL POMAR;S;205761000188;-75,71394679;6,558424713;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;MINTIC;ALTO
205761000196;CENTRO EDUCATIVO RUR GUAYMARAL;;VDA GUAYMARAL;S;205761000196;-75,80825243;6,490133132;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA SECUNDARIA;;;SECRETARIAS;MEDIO
205761000200;CENTRO EDUCATIVO RUR SAN NICOLAS;;CORREG SAN NICOLAS;S;205761000200;-75,81934264;6,477594027;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA SECUNDARIA;8513377;FIJO;SECRETARIAS;MEDIO
205761000218;CENTRO EDUCATIVO RUR STA RITA;;VDA STA RITA;S;205761000218;-75,746662;6,533332107;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA SECUNDARIA;8514268;FIJO;SECRETARIAS;MEDIO
205761000226;CENTRO EDUCATIVO RUR CHACHAFRUTO;;VDA CHACHAFRUTO-CORREG GUAYABAL;S;205761000226;-75,7013642;6,51221677;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;8514885;FIJO;SECRETARIAS;MEDIO
205761000251;CENTRO EDUCATIVO RUR LA AGUADA;;VDA LA AGUADA -CORREG MONTEGRANDE;S;205761000251;-75,6938927;6,51835578;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205761000269;CENTRO EDUCATIVO RUR MORRON;;VDA MORRON;S;205761000269;-75,6635716;6,527761762;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
205761000277;CENTRO EDUCATIVO RUR POMOS;;CORREG GUAYABAL-VDA POMOS;S;205761000277;-75,70374367;6,505411512;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205761000285;CENTRO EDUCATIVO RUR PALOGRANDE;;VDA PALOGRANDE;S;205761000285;-75,74822055;6,565300166;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA SECUNDARIA;8514484;FIJO;SECRETARIAS;MEDIO
205761000307;CENTRO EDUCATIVO RUR STA BARBARA;;VDA STA BARBARA;S;205761000307;-75,72770246;6,583809597;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;MINTIC;ALTO
205761000340;COLEGIO HORIZONTES;;CORREG HORIZONTES;S;205761000340;-75,73743644;6,601490975;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;8750315;FIJO;SECRETARIAS;MEDIO
205761000471;ESCUELA RUR LOMA DEL MEDIO;;CAS LOMA DEL MEDIO;N;205761000340;-75,73815781;6,575749569;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA SECUNDARIA;;;SECRETARIAS;MEDIO
205761000536;ESCUELA RUR LA ISLETA;;VDA LA ISLETA;N;205761000340;-75,72146827;6,573197201;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
205761000439;CENTRO EDUCATIVO RUR FILO GRANDE;;VDA FILO GRANDE;S;205761000439;-75,68797498;6,552559342;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA SECUNDARIA;;;SECRETARIAS;MEDIO
205761000463;CENTRO EDUCATIVO RUR JUNTAS;;VDA JUNTAS-CORREG SAN NICOLAS;S;205761000463;-75,78905686;6,489500849;ACTIVA;05;ANTIOQUIA;05761;SOPETR¡N;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA SECUNDARIA;;;SECRETARIAS;MEDIO
